"total_count","gender","district","municipality","ward","beneficiary_type","vulnerable","benef_from","dcode"
3,"Female","Bhaktapur","Madhyapur Thimi  Municipality",4,"RCB","N","RS_RV_RCB",26
105,"Female","Bhaktapur","Madhyapur Thimi  Municipality",4,"RCB","N","SURVEY_RCB",26
10,"Female","Bhaktapur","Madhyapur Thimi  Municipality",4,"RCB","Y","SURVEY_RCB",26
4,"Female","Bhaktapur","Madhyapur Thimi  Municipality",4,"RTB","N","RS_RV_RTB",26
4,"Female","Bhaktapur","Madhyapur Thimi  Municipality",4,"RTB","N","SURVEY_RTB",26
3,"Female","Bhaktapur","Madhyapur Thimi  Municipality",5,"RCB","N","GRIEVANCE_PHASE_I",26
5,"Female","Bhaktapur","Madhyapur Thimi  Municipality",5,"RCB","N","RS_RV_RCB",26
128,"Female","Bhaktapur","Madhyapur Thimi  Municipality",5,"RCB","N","SURVEY_RCB",26
9,"Female","Bhaktapur","Madhyapur Thimi  Municipality",5,"RCB","Y","SURVEY_RCB",26
5,"Female","Bhaktapur","Madhyapur Thimi  Municipality",5,"RTB","N","RS_RV_RTB",26
2,"Female","Bhaktapur","Madhyapur Thimi  Municipality",5,"RTB","N","SURVEY_RTB",26
81,"Female","Bhaktapur","Madhyapur Thimi  Municipality",6,"RCB","N","SURVEY_RCB",26
5,"Female","Bhaktapur","Madhyapur Thimi  Municipality",6,"RCB","Y","SURVEY_RCB",26
4,"Female","Bhaktapur","Madhyapur Thimi  Municipality",6,"RTB","N","RS_RV_RTB",26
59,"Female","Bhaktapur","Madhyapur Thimi  Municipality",7,"RCB","N","SURVEY_RCB",26
8,"Female","Bhaktapur","Madhyapur Thimi  Municipality",7,"RCB","Y","SURVEY_RCB",26
1,"Female","Bhaktapur","Madhyapur Thimi  Municipality",8,"RCB","N","GRIEVANCE_PHASE_I",26
43,"Female","Bhaktapur","Madhyapur Thimi  Municipality",8,"RCB","N","SURVEY_RCB",26
1,"Female","Bhaktapur","Madhyapur Thimi  Municipality",8,"RCB","Y","SURVEY_RCB",26
4,"Female","Bhaktapur","Madhyapur Thimi  Municipality",9,"RCB","N","GRIEVANCE_PHASE_I",26
58,"Female","Bhaktapur","Madhyapur Thimi  Municipality",9,"RCB","N","SURVEY_RCB",26
3,"Female","Bhaktapur","Madhyapur Thimi  Municipality",9,"RCB","Y","SURVEY_RCB",26
3,"Female","Bhaktapur","Madhyapur Thimi  Municipality",9,"RTB","N","SURVEY_RTB",26
6,"Female","Bhaktapur","Suryabinayak  Municipality",1,"RCB","N","GRIEVANCE_PHASE_I",26
83,"Female","Bhaktapur","Suryabinayak  Municipality",1,"RCB","N","SURVEY_RCB",26
9,"Female","Bhaktapur","Suryabinayak  Municipality",1,"RCB","Y","SURVEY_RCB",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",1,"RTB","N","SURVEY_RTB",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",2,"RCB","N","GRIEVANCE_PHASE_I",26
31,"Female","Bhaktapur","Suryabinayak  Municipality",2,"RCB","N","SURVEY_RCB",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",2,"RCB","Y","SURVEY_RCB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",3,"RCB","N","GRIEVANCE_PHASE_I",26
29,"Female","Bhaktapur","Suryabinayak  Municipality",3,"RCB","N","SURVEY_RCB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",3,"RCB","Y","SURVEY_RCB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",4,"GRB","N","RS_RV_RCB",26
18,"Female","Bhaktapur","Suryabinayak  Municipality",4,"RCB","N","GRIEVANCE_PHASE_I",26
8,"Female","Bhaktapur","Suryabinayak  Municipality",4,"RCB","N","RS_RV_RCB",26
118,"Female","Bhaktapur","Suryabinayak  Municipality",4,"RCB","N","SURVEY_RCB",26
14,"Female","Bhaktapur","Suryabinayak  Municipality",4,"RCB","Y","SURVEY_RCB",26
4,"Female","Bhaktapur","Suryabinayak  Municipality",5,"RCB","N","GRIEVANCE_PHASE_I",26
4,"Female","Bhaktapur","Suryabinayak  Municipality",5,"RCB","N","RS_RV_RCB",26
75,"Female","Bhaktapur","Suryabinayak  Municipality",5,"RCB","N","SURVEY_RCB",26
6,"Female","Bhaktapur","Suryabinayak  Municipality",5,"RCB","Y","SURVEY_RCB",26
9,"Female","Bhaktapur","Suryabinayak  Municipality",5,"RTB","N","RS_RV_RTB",26
6,"Female","Bhaktapur","Suryabinayak  Municipality",5,"RTB","N","SURVEY_RTB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",6,"RCB","N","RS_RV_RCB",26
11,"Female","Bhaktapur","Suryabinayak  Municipality",6,"RCB","N","SURVEY_RCB",26
3,"Female","Bhaktapur","Suryabinayak  Municipality",6,"RTB","N","RS_RV_RTB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",6,"RTB","N","SURVEY_RTB",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",7,"GRB","N","RS_RV_RCB",26
19,"Female","Bhaktapur","Suryabinayak  Municipality",7,"RCB","N","GRIEVANCE_PHASE_I",26
164,"Female","Bhaktapur","Suryabinayak  Municipality",7,"RCB","N","SURVEY_RCB",26
35,"Female","Bhaktapur","Suryabinayak  Municipality",7,"RCB","Y","SURVEY_RCB",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",7,"RTB","N","RS_RV_RTB",26
3,"Female","Bhaktapur","Suryabinayak  Municipality",7,"RTB","N","SURVEY_RTB",26
14,"Female","Bhaktapur","Suryabinayak  Municipality",8,"RCB","N","GRIEVANCE_PHASE_I",26
14,"Female","Bhaktapur","Suryabinayak  Municipality",8,"RCB","N","RS_RV_RCB",26
126,"Female","Bhaktapur","Suryabinayak  Municipality",8,"RCB","N","SURVEY_RCB",26
30,"Female","Bhaktapur","Suryabinayak  Municipality",8,"RCB","Y","SURVEY_RCB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",8,"RTB","N","RS_RV_RTB",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",8,"RTB","N","SURVEY_RTB",26
27,"Female","Bhaktapur","Suryabinayak  Municipality",9,"RCB","N","GRIEVANCE_PHASE_I",26
2,"Female","Bhaktapur","Suryabinayak  Municipality",9,"RCB","N","GRIEVANCE_RCB_II",26
4,"Female","Bhaktapur","Suryabinayak  Municipality",9,"RCB","N","RS_RV_RCB",26
149,"Female","Bhaktapur","Suryabinayak  Municipality",9,"RCB","N","SURVEY_RCB",26
19,"Female","Bhaktapur","Suryabinayak  Municipality",9,"RCB","Y","SURVEY_RCB",26
4,"Female","Bhaktapur","Suryabinayak  Municipality",9,"RTB","N","RS_RV_RTB",26
1,"Female","Bhaktapur","Suryabinayak  Municipality",10,"GRB","N","RS_RV_RCB",26
8,"Female","Bhaktapur","Suryabinayak  Municipality",10,"RCB","N","GRIEVANCE_PHASE_I",26
24,"Female","Bhaktapur","Suryabinayak  Municipality",10,"RCB","N","RS_RV_RCB",26
206,"Female","Bhaktapur","Suryabinayak  Municipality",10,"RCB","N","SURVEY_RCB",26
12,"Female","Bhaktapur","Suryabinayak  Municipality",10,"RCB","Y","SURVEY_RCB",26
11,"Female","Bhaktapur","Suryabinayak  Municipality",10,"RTB","N","RS_RV_RTB",26
2,"Female","Bhojpur","Amchok Rural Municipality",1,"RCB","N","SURVEY_RCB",10
6,"Female","Bhojpur","Amchok Rural Municipality",2,"RCB","N","SURVEY_RCB",10
5,"Female","Bhojpur","Amchok Rural Municipality",3,"RCB","N","SURVEY_RCB",10
11,"Female","Bhojpur","Amchok Rural Municipality",4,"RCB","N","SURVEY_RCB",10
5,"Female","Bhojpur","Amchok Rural Municipality",5,"RCB","N","SURVEY_RCB",10
5,"Female","Bhojpur","Amchok Rural Municipality",6,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Amchok Rural Municipality",7,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Amchok Rural Municipality",8,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Amchok Rural Municipality",9,"RCB","N","SURVEY_RCB",10
7,"Female","Bhojpur","Amchok Rural Municipality",10,"RCB","N","SURVEY_RCB",10
8,"Female","Bhojpur","Arun Rural Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Arun Rural Municipality",1,"RTB","N","SURVEY_RTB",10
14,"Female","Bhojpur","Arun Rural Municipality",2,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Arun Rural Municipality",2,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Arun Rural Municipality",2,"RTB","N","SURVEY_RTB",10
14,"Female","Bhojpur","Arun Rural Municipality",3,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Arun Rural Municipality",3,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Arun Rural Municipality",3,"RTB","N","GRIEVANCE_RTB_II",10
13,"Female","Bhojpur","Arun Rural Municipality",4,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Arun Rural Municipality",4,"RCB","Y","SURVEY_RCB",10
5,"Female","Bhojpur","Arun Rural Municipality",4,"RTB","N","SURVEY_RTB",10
1,"Female","Bhojpur","Arun Rural Municipality",5,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Arun Rural Municipality",5,"RTB","N","SURVEY_RTB",10
4,"Female","Bhojpur","Arun Rural Municipality",6,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Arun Rural Municipality",6,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Arun Rural Municipality",7,"RCB","N","SURVEY_RCB",10
5,"Female","Bhojpur","Bhojpur   Municipality",1,"RCB","N","SURVEY_RCB",10
14,"Female","Bhojpur","Bhojpur   Municipality",3,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Bhojpur   Municipality",3,"RCB","Y","SURVEY_RCB",10
5,"Female","Bhojpur","Bhojpur   Municipality",4,"RCB","N","SURVEY_RCB",10
25,"Female","Bhojpur","Bhojpur   Municipality",5,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Bhojpur   Municipality",5,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Bhojpur   Municipality",5,"RTB","N","GRIEVANCE_RTB_II",10
16,"Female","Bhojpur","Bhojpur   Municipality",6,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Bhojpur   Municipality",6,"RCB","Y","SURVEY_RCB",10
9,"Female","Bhojpur","Bhojpur   Municipality",6,"RTB","N","SURVEY_RTB",10
57,"Female","Bhojpur","Bhojpur   Municipality",7,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Bhojpur   Municipality",7,"RCB","Y","SURVEY_RCB",10
3,"Female","Bhojpur","Bhojpur   Municipality",7,"RTB","N","SURVEY_RTB",10
23,"Female","Bhojpur","Bhojpur   Municipality",8,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Bhojpur   Municipality",8,"RCB","Y","SURVEY_RCB",10
2,"Female","Bhojpur","Bhojpur   Municipality",8,"RTB","N","SURVEY_RTB",10
36,"Female","Bhojpur","Bhojpur   Municipality",9,"RCB","N","SURVEY_RCB",10
4,"Female","Bhojpur","Bhojpur   Municipality",9,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Bhojpur   Municipality",9,"RTB","N","SURVEY_RTB",10
24,"Female","Bhojpur","Bhojpur   Municipality",10,"RCB","N","SURVEY_RCB",10
7,"Female","Bhojpur","Bhojpur   Municipality",10,"RTB","N","SURVEY_RTB",10
27,"Female","Bhojpur","Bhojpur   Municipality",11,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Bhojpur   Municipality",11,"RCB","Y","SURVEY_RCB",10
5,"Female","Bhojpur","Bhojpur   Municipality",11,"RTB","N","SURVEY_RTB",10
36,"Female","Bhojpur","Bhojpur   Municipality",12,"RCB","N","SURVEY_RCB",10
6,"Female","Bhojpur","Bhojpur   Municipality",12,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Bhojpur  Urban Municipality",4,"RCB","N","MANUAL",10
1,"Female","Bhojpur","Bhojpur  Urban Municipality",5,"RTB","N","MANUAL",10
1,"Female","Bhojpur","Bhojpur  Urban Municipality",6,"RTB","N","MANUAL",10
1,"Female","Bhojpur","Bhojpur  Urban Municipality",11,"RTB","N","MANUAL",10
5,"Female","Bhojpur","Hatuwagadhi Rural Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Hatuwagadhi Rural Municipality",1,"RCB","Y","SURVEY_RCB",10
10,"Female","Bhojpur","Hatuwagadhi Rural Municipality",2,"RCB","N","SURVEY_RCB",10
6,"Female","Bhojpur","Hatuwagadhi Rural Municipality",3,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Hatuwagadhi Rural Municipality",3,"RCB","Y","SURVEY_RCB",10
5,"Female","Bhojpur","Hatuwagadhi Rural Municipality",4,"RCB","N","SURVEY_RCB",10
7,"Female","Bhojpur","Hatuwagadhi Rural Municipality",5,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Hatuwagadhi Rural Municipality",5,"RCB","Y","SURVEY_RCB",10
4,"Female","Bhojpur","Hatuwagadhi Rural Municipality",6,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Hatuwagadhi Rural Municipality",6,"RCB","Y","SURVEY_RCB",10
7,"Female","Bhojpur","Hatuwagadhi Rural Municipality",7,"RCB","N","SURVEY_RCB",10
4,"Female","Bhojpur","Hatuwagadhi Rural Municipality",8,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Hatuwagadhi Rural Municipality",9,"RCB","N","SURVEY_RCB",10
5,"Female","Bhojpur","Pauwadungma Rural Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Pauwadungma Rural Municipality",2,"RCB","N","SURVEY_RCB",10
7,"Female","Bhojpur","Pauwadungma Rural Municipality",3,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Pauwadungma Rural Municipality",3,"RCB","Y","SURVEY_RCB",10
6,"Female","Bhojpur","Pauwadungma Rural Municipality",4,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Pauwadungma Rural Municipality",4,"RTB","N","SURVEY_RTB",10
7,"Female","Bhojpur","Pauwadungma Rural Municipality",5,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Pauwadungma Rural Municipality",5,"RTB","N","SURVEY_RTB",10
9,"Female","Bhojpur","Pauwadungma Rural Municipality",6,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Pauwadungma Rural Municipality",6,"RCB","Y","SURVEY_RCB",10
29,"Female","Bhojpur","Ramprasadrai Rural Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Ramprasadrai Rural Municipality",1,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Ramprasadrai Rural Municipality",1,"RTB","N","SURVEY_RTB",10
12,"Female","Bhojpur","Ramprasadrai Rural Municipality",2,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Ramprasadrai Rural Municipality",2,"RCB","Y","SURVEY_RCB",10
5,"Female","Bhojpur","Ramprasadrai Rural Municipality",3,"RCB","N","SURVEY_RCB",10
19,"Female","Bhojpur","Ramprasadrai Rural Municipality",4,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Ramprasadrai Rural Municipality",4,"RCB","Y","SURVEY_RCB",10
3,"Female","Bhojpur","Ramprasadrai Rural Municipality",4,"RTB","N","SURVEY_RTB",10
1,"Female","Bhojpur","Ramprasadrai Rural Municipality",5,"RCB","N","MANUAL",10
4,"Female","Bhojpur","Ramprasadrai Rural Municipality",5,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Ramprasadrai Rural Municipality",5,"RTB","N","SURVEY_RTB",10
8,"Female","Bhojpur","Ramprasadrai Rural Municipality",6,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Ramprasadrai Rural Municipality",6,"RCB","Y","SURVEY_RCB",10
2,"Female","Bhojpur","Ramprasadrai Rural Municipality",6,"RTB","N","SURVEY_RTB",10
7,"Female","Bhojpur","Ramprasadrai Rural Municipality",7,"RCB","N","SURVEY_RCB",10
4,"Female","Bhojpur","Ramprasadrai Rural Municipality",8,"RCB","N","SURVEY_RCB",10
5,"Female","Bhojpur","Salpasilichho Rural Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Salpasilichho Rural Municipality",1,"RCB","Y","SURVEY_RCB",10
2,"Female","Bhojpur","Salpasilichho Rural Municipality",2,"RCB","N","MANUAL",10
4,"Female","Bhojpur","Salpasilichho Rural Municipality",2,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Salpasilichho Rural Municipality",2,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Salpasilichho Rural Municipality",2,"RTB","N","MANUAL",10
12,"Female","Bhojpur","Salpasilichho Rural Municipality",3,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Salpasilichho Rural Municipality",3,"RCB","Y","SURVEY_RCB",10
17,"Female","Bhojpur","Salpasilichho Rural Municipality",4,"RCB","N","SURVEY_RCB",10
18,"Female","Bhojpur","Salpasilichho Rural Municipality",5,"RCB","N","SURVEY_RCB",10
4,"Female","Bhojpur","Salpasilichho Rural Municipality",5,"RCB","Y","SURVEY_RCB",10
2,"Female","Bhojpur","Salpasilichho Rural Municipality",5,"RTB","N","GRIEVANCE_RTB_II",10
1,"Female","Bhojpur","Salpasilichho Rural Municipality",6,"RCB","N","MANUAL",10
31,"Female","Bhojpur","Salpasilichho Rural Municipality",6,"RCB","N","SURVEY_RCB",10
6,"Female","Bhojpur","Salpasilichho Rural Municipality",6,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Salpasilichho Rural Municipality",6,"RTB","N","MANUAL",10
8,"Female","Bhojpur","Shadananda   Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda   Municipality",1,"RTB","N","GRIEVANCE_RTB_II",10
2,"Female","Bhojpur","Shadananda   Municipality",2,"RCB","N","GRIEVANCE_RCB_II",10
17,"Female","Bhojpur","Shadananda   Municipality",2,"RCB","N","SURVEY_RCB",10
15,"Female","Bhojpur","Shadananda   Municipality",3,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda   Municipality",3,"RTB","N","SURVEY_RTB",10
8,"Female","Bhojpur","Shadananda   Municipality",4,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda   Municipality",4,"RCB","Y","SURVEY_RCB",10
2,"Female","Bhojpur","Shadananda   Municipality",4,"RTB","N","SURVEY_RTB",10
2,"Female","Bhojpur","Shadananda   Municipality",5,"RCB","N","SURVEY_RCB",10
3,"Female","Bhojpur","Shadananda   Municipality",5,"RTB","N","SURVEY_RTB",10
7,"Female","Bhojpur","Shadananda   Municipality",6,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Shadananda   Municipality",6,"RTB","N","SURVEY_RTB",10
5,"Female","Bhojpur","Shadananda   Municipality",7,"RCB","N","SURVEY_RCB",10
7,"Female","Bhojpur","Shadananda   Municipality",8,"RCB","N","SURVEY_RCB",10
8,"Female","Bhojpur","Shadananda   Municipality",9,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda   Municipality",9,"RCB","Y","SURVEY_RCB",10
2,"Female","Bhojpur","Shadananda   Municipality",9,"RTB","N","SURVEY_RTB",10
30,"Female","Bhojpur","Shadananda   Municipality",10,"RCB","N","SURVEY_RCB",10
6,"Female","Bhojpur","Shadananda   Municipality",10,"RCB","Y","SURVEY_RCB",10
4,"Female","Bhojpur","Shadananda   Municipality",11,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda   Municipality",11,"RTB","N","GRIEVANCE_RTB_II",10
3,"Female","Bhojpur","Shadananda   Municipality",12,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Shadananda   Municipality",12,"RCB","Y","SURVEY_RCB",10
10,"Female","Bhojpur","Shadananda   Municipality",13,"RCB","N","SURVEY_RCB",10
4,"Female","Bhojpur","Shadananda   Municipality",14,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda   Municipality",14,"RCB","Y","SURVEY_RCB",10
1,"Female","Bhojpur","Shadananda  Urban Municipality",13,"RTB","N","MANUAL",10
9,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",1,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",1,"RCB","Y","SURVEY_RCB",10
7,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",2,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",2,"RTB","N","GRIEVANCE_RTB_II",10
2,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",3,"RCB","N","SURVEY_RCB",10
6,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",4,"RCB","N","SURVEY_RCB",10
9,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",5,"RCB","N","SURVEY_RCB",10
10,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",6,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",6,"RCB","Y","SURVEY_RCB",10
3,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",6,"RTB","N","SURVEY_RTB",10
19,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",7,"RCB","N","SURVEY_RCB",10
4,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",7,"RCB","Y","SURVEY_RCB",10
4,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",7,"RTB","N","SURVEY_RTB",10
19,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",8,"RCB","N","SURVEY_RCB",10
1,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",8,"RTB","N","GRIEVANCE_RTB_II",10
3,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",8,"RTB","N","SURVEY_RTB",10
9,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",9,"RCB","N","SURVEY_RCB",10
2,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",9,"RCB","Y","SURVEY_RCB",10
7,"Female","Bhojpur","Tyamkemaiyum Rural Municipality",9,"RTB","N","SURVEY_RTB",10
12,"Female","Chitwan","Bharatpur  Metropolitan City",1,"RCB","N","SURVEY_RCB",35
7,"Female","Chitwan","Bharatpur  Metropolitan City",2,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",3,"RCB","N","SURVEY_RCB",35
2,"Female","Chitwan","Bharatpur  Metropolitan City",5,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",6,"RCB","N","SURVEY_RCB",35
6,"Female","Chitwan","Bharatpur  Metropolitan City",7,"RCB","N","SURVEY_RCB",35
4,"Female","Chitwan","Bharatpur  Metropolitan City",8,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",9,"RCB","N","SURVEY_RCB",35
11,"Female","Chitwan","Bharatpur  Metropolitan City",10,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",11,"RCB","N","SURVEY_RCB",35
1,"Female","Chitwan","Bharatpur  Metropolitan City",11,"RTB","N","SURVEY_RTB",35
6,"Female","Chitwan","Bharatpur  Metropolitan City",12,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",13,"RCB","N","SURVEY_RCB",35
11,"Female","Chitwan","Bharatpur  Metropolitan City",15,"RCB","N","SURVEY_RCB",35
1,"Female","Chitwan","Bharatpur  Metropolitan City",15,"RCB","Y","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",16,"RCB","N","SURVEY_RCB",35
2,"Female","Chitwan","Bharatpur  Metropolitan City",17,"RCB","N","SURVEY_RCB",35
2,"Female","Chitwan","Bharatpur  Metropolitan City",17,"RTB","N","SURVEY_RTB",35
1,"Female","Chitwan","Bharatpur  Metropolitan City",18,"RCB","N","SURVEY_RCB",35
2,"Female","Chitwan","Bharatpur  Metropolitan City",18,"RTB","N","SURVEY_RTB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",19,"RCB","N","SURVEY_RCB",35
1,"Female","Chitwan","Bharatpur  Metropolitan City",19,"RTB","N","SURVEY_RTB",35
1,"Female","Chitwan","Bharatpur  Metropolitan City",20,"RCB","N","SURVEY_RCB",35
14,"Female","Chitwan","Bharatpur  Metropolitan City",21,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",21,"RCB","Y","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",22,"RCB","N","SURVEY_RCB",35
3,"Female","Chitwan","Bharatpur  Metropolitan City",24,"RCB","N","SURVEY_RCB",35
1,"Female","Chitwan","Bharatpur  Metropolitan City",24,"RCB","Y","SURVEY_RCB",35
